Date,adjusted first dose,adjusted second dose,adjusted third dose,adjusted fourth dose,adjusted tests,Entry,Exit,Infection0.2,Infection0.5,infection1.0,normal speed,student speed,death rate
18-Dec-21,3,5,1,0,4,1,1,0.55,0.4,0.3,100,100,45
19-Dec-21,1,3,0,0,2,1,1,0.55,0.4,0.3,100,100,45
20-Dec-21,1,2,6,0,9,1,1,0.55,0.4,0.3,100,100,45
21-Dec-21,1,2,6,0,7,1,1,0.55,0.4,0.3,100,100,45
22-Dec-21,1,2,7,0,7,1,1,0.55,0.4,0.3,100,100,45
23-Dec-21,1,2,8,0,7,1,1,0.55,0.4,0.3,100,100,45
24-Dec-21,2,3,10,0,7,2,1,0.55,0.4,0.3,100,100,10
25-Dec-21,3,4,6,0,5,2,2,0.55,0.45,0.35,100,100,10
26-Dec-21,1,2,1,0,2,2,2,0.55,0.45,0.35,150,150,10
27-Dec-21,1,1,6,0,9,2,2,0.55,0.45,0.35,150,150,10
28-Dec-21,1,1,7,0,7,2,2,0.55,0.45,0.35,150,150,10
29-Dec-21,0,0,4,0,5,2,2,0.55,0.45,0.35,150,150,10
30-Dec-21,0,0,1,0,4,2,2,0.55,0.45,0.35,150,150,10
31-Dec-21,0,0,0,0,4,2,2,0.55,0.45,0.35,150,150,10
1-Jan-22,0,0,0,0,3,2,2,0.55,0.45,0.35,150,150,10
2-Jan-22,0,0,0,0,4,2,2,0.55,0.45,0.35,150,150,10
3-Jan-22,0,0,0,0,5,2,2,0.55,0.45,0.35,150,150,10
4-Jan-22,0,0,1,0,12,2,2,0.55,0.45,0.35,150,150,10
5-Jan-22,0,1,3,0,11,2,2,0.55,0.45,0.35,150,150,10
6-Jan-22,1,1,4,0,11,1,2,0.55,0.45,0.35,150,150,10
7-Jan-22,1,2,9,0,13,1,1,0.55,0.45,0.35,90,90,10
8-Jan-22,2,4,12,0,9,1,1,0.55,0.45,0.35,90,90,10
9-Jan-22,1,1,3,0,4,1,1,0.55,0.45,0.35,90,90,10
10-Jan-22,0,0,1,0,5,1,1,0.55,0.45,0.35,90,90,10
11-Jan-22,1,1,8,0,22,1,1,0.55,0.45,0.35,90,90,10
12-Jan-22,1,1,12,0,18,1,1,0.55,0.45,0.35,90,90,10
13-Jan-22,1,1,12,0,19,1,1,0.55,0.45,0.35,90,90,10
14-Jan-22,2,2,21,0,22,1,1,0.55,0.45,0.35,90,90,10
15-Jan-22,2,3,18,0,14,1,1,0.55,0.45,0.35,90,90,10
16-Jan-22,2,2,6,0,6,1,1,0.55,0.45,0.35,90,90,10
17-Jan-22,1,1,15,0,32,1,1,0.55,0.45,0.35,90,90,10
18-Jan-22,1,1,18,0,28,1,1,0.55,0.45,0.35,90,90,10
19-Jan-22,1,1,21,0,27,1,1,0.55,0.45,0.35,90,90,10
20-Jan-22,1,1,22,0,28,1,1,0.55,0.45,0.35,90,90,10
21-Jan-22,1,1,36,0,32,1,1,0.55,0.45,0.35,90,90,10
22-Jan-22,2,1,33,0,21,1,1,0.55,0.45,0.35,90,90,10
23-Jan-22,1,1,16,0,8,1,1,0.55,0.45,0.35,90,90,10
24-Jan-22,1,0,26,0,43,1,1,0.55,0.45,0.35,90,90,10
25-Jan-22,1,0,31,0,35,1,1,0.55,0.45,0.35,90,90,10
26-Jan-22,1,1,32,0,31,1,1,0.55,0.45,0.35,90,90,10
27-Jan-22,1,1,34,0,29,1,1,0.55,0.45,0.35,90,90,10
28-Jan-22,1,1,47,0,34,1,1,0.55,0.45,0.35,90,90,10
29-Jan-22,2,2,46,0,21,1,1,0.55,0.45,0.35,90,90,10
30-Jan-22,1,1,29,0,8,1,1,0.55,0.45,0.35,90,90,10
31-Jan-22,1,0,42,0,39,1,1,0.55,0.45,0.35,90,90,10
1-Feb-22,1,1,65,0,33,1,1,0.55,0.45,0.35,90,90,10
2-Feb-22,1,1,63,0,30,1,1,0.55,0.45,0.35,90,90,10
3-Feb-22,1,1,68,0,29,1,1,0.55,0.45,0.35,90,90,10
4-Feb-22,1,1,84,0,31,1,1,0.55,0.45,0.35,90,90,10
5-Feb-22,2,2,74,0,20,1,1,0.55,0.45,0.35,90,90,10
6-Feb-22,1,1,57,0,7,1,1,0.55,0.45,0.35,90,90,10
7-Feb-22,1,1,78,0,38,1,1,0.55,0.45,0.35,90,90,10
8-Feb-22,1,1,90,0,29,1,1,0.55,0.45,0.35,90,90,10
9-Feb-22,1,1,90,0,26,1,1,0.55,0.45,0.35,90,90,10
10-Feb-22,1,1,89,0,25,1,1,0.55,0.45,0.35,90,90,10
11-Feb-22,1,0,56,0,7,1,1,0.55,0.45,0.35,90,90,10
12-Feb-22,2,2,94,0,22,1,1,0.55,0.45,0.35,90,90,10
13-Feb-22,1,1,67,0,6,1,1,0.55,0.45,0.35,90,90,10
14-Feb-22,1,1,81,0,35,1,1,0.55,0.45,0.35,90,90,10
15-Feb-22,1,1,99,0,27,1,1,0.55,0.45,0.35,90,90,10
16-Feb-22,1,1,94,0,24,1,1,0.55,0.45,0.35,90,90,10
17-Feb-22,1,1,94,0,22,1,1,0.55,0.45,0.35,90,90,10
18-Feb-22,1,1,114,0,23,1,1,0.55,0.45,0.35,90,90,10
19-Feb-22,2,2,105,0,15,1,1,0.55,0.45,0.35,90,90,10
20-Feb-22,1,1,77,0,6,1,1,0.55,0.45,0.35,90,90,10
21-Feb-22,1,1,85,0,31,1,1,0.55,0.45,0.35,90,90,10
22-Feb-22,1,1,108,0,24,1,1,0.55,0.45,0.35,90,90,10
23-Feb-22,0,0,60,0,6,1,1,0.55,0.45,0.35,90,90,10
24-Feb-22,1,1,96,0,25,1,1,0.55,0.45,0.35,90,90,10
25-Feb-22,1,1,120,0,23,1,1,0.55,0.45,0.35,90,90,10
26-Feb-22,1,2,110,0,14,1,1,0.55,0.45,0.35,90,90,10
27-Feb-22,1,1,77,0,5,1,1,0.55,0.45,0.35,90,90,10
28-Feb-22,1,1,88,0,28,1,1,0.55,0.45,0.35,90,90,10
1-Mar-22,1,1,108,0,22,2,2,0.55,0.45,0.35,90,90,10
2-Mar-22,1,1,105,0,20,2,2,0.55,0.45,0.35,90,90,10
3-Mar-22,1,1,108,0,19,2,2,0.55,0.45,0.35,90,90,10
4-Mar-22,1,1,140,0,20,2,2,0.55,0.45,0.35,90,90,10
5-Mar-22,3,2,115,0,13,2,2,0.55,0.45,0.35,90,90,10
6-Mar-22,3,1,77,0,5,2,2,0.55,0.45,0.35,90,90,10
7-Mar-22,2,1,89,0,26,2,2,0.55,0.45,0.35,90,90,10
8-Mar-22,2,1,99,0,20,2,2,0.55,0.45,0.35,90,90,10
9-Mar-22,2,1,93,0,18,2,2,0.55,0.45,0.35,90,90,10
10-Mar-22,2,1,95,0,17,2,2,0.55,0.45,0.35,90,90,10
11-Mar-22,2,1,131,0,19,2,2,0.55,0.45,0.35,90,90,10
12-Mar-22,8,2,100,0,12,2,2,0.55,0.45,0.35,90,90,10
13-Mar-22,4,1,68,0,5,2,2,0.55,0.45,0.35,90,90,10
14-Mar-22,2,1,82,0,26,2,2,0.55,0.45,0.35,90,90,10
15-Mar-22,2,1,92,0,19,2,2,0.55,0.45,0.35,90,90,10
16-Mar-22,2,1,84,0,17,2,2,0.55,0.45,0.35,90,90,10
17-Mar-22,2,1,85,0,15,2,2,0.55,0.45,0.35,90,90,10
18-Mar-22,3,1,128,0,16,2,2,0.55,0.45,0.35,90,90,10
19-Mar-22,7,1,104,0,11,2,2,0.55,0.45,0.35,90,90,10
20-Mar-22,4,1,65,0,5,2,2,0.55,0.45,0.35,90,90,10
21-Mar-22,1,0,23,0,6,2,2,0.55,0.45,0.35,90,90,10
22-Mar-22,2,1,74,0,24,2,2,0.55,0.45,0.35,100,100,10
23-Mar-22,2,1,67,0,16,2,2,0.55,0.45,0.35,100,100,10
24-Mar-22,2,1,69,0,15,2,2,0.55,0.45,0.35,100,100,10
25-Mar-22,3,1,104,0,17,2,2,0.55,0.45,0.35,100,100,10
26-Mar-22,9,3,82,0,11,2,2,0.55,0.45,0.35,100,100,10
27-Mar-22,6,2,49,0,5,2,2,0.55,0.45,0.35,100,100,10
28-Mar-22,2,1,61,0,23,2,2,0.55,0.45,0.35,100,100,10
29-Mar-22,2,2,63,0,17,2,2,0.55,0.45,0.35,100,100,10
30-Mar-22,2,2,53,0,16,2,2,0.55,0.45,0.35,100,100,10
31-Mar-22,1,1,43,0,15,2,2,0.55,0.45,0.35,100,100,10
1-Apr-22,2,2,50,0,17,2,2,0.55,0.45,0.35,100,100,10
2-Apr-22,7,7,50,0,11,2,2,0.55,0.45,0.35,100,100,10
3-Apr-22,3,4,28,0,5,2,2,0.55,0.45,0.35,100,100,10
4-Apr-22,2,2,32,0,23,2,2,0.55,0.45,0.35,100,100,10
5-Apr-22,1,1,36,0,19,2,2,0.55,0.45,0.35,100,100,10
6-Apr-22,1,2,34,0,17,2,2,0.55,0.45,0.35,100,100,10
7-Apr-22,1,1,36,0,17,2,2,0.55,0.45,0.35,100,100,10
8-Apr-22,1,3,68,0,19,2,2,0.55,0.45,0.35,100,100,10
9-Apr-22,5,7,53,0,12,2,2,0.55,0.45,0.35,100,100,10
10-Apr-22,2,4,27,0,5,2,2,0.55,0.45,0.35,100,100,10
11-Apr-22,1,0,32,0,27,3,3,0.55,0.45,0.35,100,100,10
12-Apr-22,1,1,36,0,20,3,3,0.6,0.45,0.35,100,100,10
13-Apr-22,1,2,32,0,18,3,3,0.6,0.45,0.35,100,100,10
14-Apr-22,0,1,33,0,16,3,3,0.6,0.45,0.35,100,100,10
15-Apr-22,2,3,67,0,17,3,3,0.6,0.45,0.35,100,100,10
16-Apr-22,4,8,54,0,10,3,3,0.6,0.45,0.35,100,100,10
17-Apr-22,1,4,27,0,4,3,3,0.6,0.45,0.35,100,100,10
18-Apr-22,1,1,27,0,23,3,3,0.6,0.45,0.35,100,100,10
19-Apr-22,1,1,31,0,18,3,3,0.6,0.45,0.35,100,100,10
20-Apr-22,1,2,30,0,16,3,3,0.6,0.45,0.35,100,100,10
21-Apr-22,1,1,32,0,15,3,3,0.6,0.45,0.35,100,100,10
22-Apr-22,2,3,62,0,17,3,3,0.6,0.45,0.35,100,100,10
23-Apr-22,5,8,52,0,11,3,3,0.6,0.45,0.35,100,100,10
24-Apr-22,2,3,23,0,4,3,3,0.6,0.45,0.35,100,100,10
25-Apr-22,1,1,25,0,22,3,3,0.6,0.45,0.35,100,100,10
26-Apr-22,1,1,28,0,16,3,3,0.6,0.45,0.35,100,100,10
27-Apr-22,1,1,27,0,15,3,3,0.6,0.45,0.35,100,100,10
28-Apr-22,1,1,42,0,13,3,3,0.6,0.45,0.35,100,100,10
29-Apr-22,1,1,31,0,5,3,3,0.6,0.45,0.35,100,100,10
30-Apr-22,3,5,41,0,9,3,3,0.6,0.45,0.35,100,100,10
1-May-22,1,2,15,0,5,2,2,0.6,0.45,0.35,100,100,10
2-May-22,1,1,20,0,16,2,2,0.6,0.45,0.35,100,100,10
3-May-22,0,0,14,0,5,2,2,0.6,0.45,0.35,100,100,10
4-May-22,0,0,9,0,6,2,2,0.6,0.45,0.35,100,100,10
5-May-22,0,0,5,0,6,2,2,0.6,0.45,0.35,100,100,10
6-May-22,2,2,28,0,20,2,2,0.6,0.45,0.35,100,100,10
7-May-22,3,4,28,0,11,2,2,0.6,0.45,0.35,100,100,10
8-May-22,1,1,11,0,4,2,2,0.6,0.45,0.35,100,100,10
9-May-22,1,1,12,0,21,2,2,0.6,0.45,0.35,100,100,10
10-May-22,1,1,14,0,15,2,2,0.6,0.45,0.35,100,100,10
11-May-22,1,1,14,0,14,2,2,0.6,0.45,0.35,100,100,10
12-May-22,1,1,15,0,14,2,2,0.6,0.45,0.4,100,100,10
13-May-22,1,2,31,0,15,2,2,0.6,0.45,0.4,100,100,10
14-May-22,2,5,28,0,9,2,2,0.6,0.45,0.4,100,100,10
15-May-22,1,2,10,0,4,2,2,0.6,0.45,0.4,100,100,10
16-May-22,0,1,11,0,19,2,2,0.6,0.45,0.4,100,100,10
17-May-22,0,1,12,0,14,2,2,0.6,0.45,0.4,100,100,10
18-May-22,1,1,11,0,13,2,2,0.6,0.45,0.4,100,100,10
19-May-22,0,1,13,0,13,2,2,0.6,0.45,0.4,100,100,10
20-May-22,1,1,26,0,15,2,2,0.6,0.45,0.4,100,100,10
21-May-22,2,4,25,0,9,2,2,0.6,0.45,0.4,100,100,10
22-May-22,1,1,9,0,4,2,2,0.6,0.45,0.4,100,100,10
23-May-22,0,0,9,0,19,2,2,0.6,0.45,0.4,100,100,10
24-May-22,0,0,10,0,14,2,2,0.6,0.45,0.4,100,100,10
25-May-22,1,0,10,0,13,2,2,0.6,0.5,0.4,100,100,10
26-May-22,0,0,11,0,12,2,2,0.6,0.5,0.4,100,100,10
27-May-22,1,2,23,0,13,2,2,0.6,0.5,0.4,100,100,10
28-May-22,1,3,21,0,8,2,2,0.6,0.5,0.4,100,100,10
29-May-22,0,1,9,0,4,2,2,0.6,0.5,0.4,100,100,10
30-May-22,0,1,8,0,17,2,2,0.6,0.5,0.4,100,100,10
31-May-22,0,1,8,0,13,2,2,0.6,0.5,0.4,100,100,10
1-Jun-22,0,1,5,0,12,2,2,0.6,0.5,0.4,100,100,10
2-Jun-22,0,0,6,0,12,2,2,0.6,0.5,0.4,100,100,10
3-Jun-22,1,1,15,0,12,2,2,0.6,0.5,0.4,100,100,10
4-Jun-22,2,2,14,1,7,2,2,0.6,0.5,0.4,100,100,10
5-Jun-22,0,0,5,0,4,2,2,0.6,0.5,0.4,100,100,10
6-Jun-22,0,0,5,0,16,2,2,0.6,0.5,0.4,100,100,10
7-Jun-22,0,0,6,0,12,2,2,0.6,0.5,0.4,100,100,10
8-Jun-22,0,0,6,1,11,2,2,0.6,0.5,0.4,100,100,10
9-Jun-22,0,0,6,0,10,2,2,0.6,0.5,0.4,100,100,10
10-Jun-22,1,1,14,1,12,2,2,0.6,0.5,0.4,100,100,10
11-Jun-22,1,2,14,1,7,2,2,0.6,0.5,0.4,100,100,10
12-Jun-22,0,1,5,1,4,2,2,0.6,0.5,0.4,100,100,10
13-Jun-22,0,0,5,1,16,2,2,0.6,0.5,0.4,100,100,10
14-Jun-22,0,0,5,1,12,2,2,0.6,0.5,0.4,100,100,10
15-Jun-22,0,0,5,2,11,2,2,0.6,0.5,0.4,100,100,10
16-Jun-22,0,0,5,2,11,2,2,0.6,0.5,0.4,100,100,10
17-Jun-22,1,1,14,3,12,2,2,0.6,0.5,0.4,100,100,10
18-Jun-22,1,1,12,3,7,2,2,0.6,0.5,0.4,100,100,10
19-Jun-22,0,0,5,2,4,2,2,0.6,0.5,0.4,100,100,10
20-Jun-22,0,0,5,4,17,2,2,0.6,0.5,0.4,100,100,10
21-Jun-22,0,0,4,5,13,2,2,0.6,0.5,0.4,100,100,10
22-Jun-22,0,0,5,7,12,4,4,0.6,0.5,0.4,150,150,10
23-Jun-22,0,0,5,8,11,4,4,0.6,0.5,0.4,150,150,10
24-Jun-22,1,1,12,11,12,4,4,0.6,0.5,0.4,150,150,10
25-Jun-22,1,2,11,12,8,4,4,0.6,0.5,0.4,150,150,10
26-Jun-22,0,1,4,6,4,4,4,0.6,0.5,0.4,150,150,10
27-Jun-22,0,0,4,14,17,4,4,0.6,0.5,0.4,150,150,10
28-Jun-22,0,0,4,15,14,4,4,0.6,0.5,0.4,150,150,10
29-Jun-22,0,0,4,16,13,4,4,0.6,0.5,0.4,150,150,10
30-Jun-22,0,0,4,15,13,4,4,0.6,0.5,0.4,150,150,10
1-Jul-22,1,1,8,31,15,7,7,0.6,0.5,0.4,150,150,10
2-Jul-22,1,1,7,26,10,7,7,0.6,0.5,0.4,150,150,10
3-Jul-22,0,0,3,15,5,7,7,0.6,0.5,0.4,150,150,10
4-Jul-22,0,0,3,31,25,7,7,0.6,0.5,0.4,150,150,10
5-Jul-22,0,0,4,32,21,7,7,0.6,0.5,0.4,150,150,10
6-Jul-22,0,0,4,31,20,7,7,0.6,0.5,0.4,150,150,10
7-Jul-22,0,0,4,34,20,7,7,0.6,0.5,0.4,150,150,10
8-Jul-22,1,1,9,49,23,7,7,0.6,0.5,0.4,150,150,10
9-Jul-22,1,1,10,41,16,7,7,0.6,0.5,0.4,150,150,10
10-Jul-22,0,0,4,27,7,7,7,0.6,0.5,0.4,150,150,10
11-Jul-22,0,0,4,38,38,7,7,0.6,0.5,0.4,150,150,10
12-Jul-22,0,0,5,44,32,7,7,0.6,0.5,0.4,150,150,10
13-Jul-22,0,0,5,44,30,7,7,1,0.9,0.8,150,150,10
14-Jul-22,0,0,5,43,30,7,7,1,0.9,0.8,150,150,10
15-Jul-22,1,1,11,63,35,7,7,1,0.9,0.8,150,150,10
16-Jul-22,2,1,12,58,23,7,7,1,0.9,0.8,150,150,10
17-Jul-22,0,0,8,37,10,7,7,1,0.9,0.8,150,150,10
18-Jul-22,0,0,3,14,12,7,7,1,0.9,0.8,150,150,10
19-Jul-22,0,0,5,55,55,7,7,1,0.9,0.8,150,150,10
20-Jul-22,1,0,5,55,41,8,8,1,0.9,0.8,150,200,10
21-Jul-22,0,0,6,52,37,8,8,1,0.9,0.8,150,200,10
22-Jul-22,1,1,11,72,44,8,8,1,0.9,0.8,150,200,10
23-Jul-22,2,1,12,64,28,8,8,1,0.9,0.8,150,200,10
24-Jul-22,1,0,7,41,10,8,8,1,0.9,0.8,150,200,10
25-Jul-22,1,0,6,49,51,8,8,1,0.9,0.8,150,200,10
26-Jul-22,1,0,7,55,42,8,8,1,0.9,0.8,150,200,10
27-Jul-22,1,0,7,55,37,8,8,1,0.9,0.8,150,200,10
28-Jul-22,1,0,7,56,34,8,8,1,0.9,0.8,150,200,10
29-Jul-22,1,1,12,73,38,8,8,1,0.9,0.8,150,200,10
30-Jul-22,2,1,11,65,25,8,8,1,0.9,0.8,150,200,10
31-Jul-22,1,0,7,33,9,8,8,1,0.9,0.8,150,200,10
1-Aug-22,1,0,6,41,49,8,8,1,0.9,0.8,150,200,10
2-Aug-22,1,0,7,48,41,8,8,1,0.9,0.8,150,200,10
3-Aug-22,1,0,7,49,34,8,8,1,0.9,0.8,150,200,10
4-Aug-22,1,0,7,45,30,8,8,1,0.9,0.8,150,200,10
5-Aug-22,1,1,11,67,35,8,8,1,0.9,0.8,150,200,10
6-Aug-22,2,1,10,61,22,8,8,1,0.9,0.8,150,200,10
7-Aug-22,1,0,6,30,9,8,8,1,0.9,0.8,150,200,10
8-Aug-22,1,0,5,41,41,8,8,1,0.9,0.8,150,200,10
9-Aug-22,1,0,6,45,32,8,8,1,0.9,0.8,150,200,10
10-Aug-22,1,0,7,49,28,8,8,1,0.9,0.8,150,200,10
11-Aug-22,0,0,4,21,11,8,8,1,0.9,0.8,150,200,10
12-Aug-22,1,1,8,47,30,8,8,1,0.9,0.8,150,200,10
13-Aug-22,1,1,6,32,17,8,8,1,0.9,0.8,150,200,10
14-Aug-22,0,0,4,23,10,8,8,1,0.9,0.8,150,200,10
15-Aug-22,0,0,3,24,32,8,8,1,0.9,0.8,150,200,10
16-Aug-22,0,0,4,30,28,8,8,1,0.9,0.8,150,200,10
17-Aug-22,0,1,4,30,25,8,8,1,0.9,0.8,150,200,10
18-Aug-22,0,0,3,32,24,8,8,1,0.9,0.8,150,200,10
19-Aug-22,1,1,6,50,26,8,8,1,0.9,0.8,150,200,10
20-Aug-22,1,2,6,44,17,8,8,1,0.9,0.8,150,200,10
21-Aug-22,0,1,3,21,7,8,8,1,0.9,0.8,150,200,10
22-Aug-22,0,1,3,29,33,8,8,1,0.9,0.8,150,200,10
23-Aug-22,0,1,4,34,25,8,8,1,0.9,0.8,150,200,10
24-Aug-22,0,1,3,31,22,8,8,1,0.9,0.8,150,200,10
25-Aug-22,0,1,3,30,20,8,8,1,0.9,0.8,150,200,10
26-Aug-22,1,1,6,46,22,8,8,1,0.9,0.8,150,200,10
27-Aug-22,1,2,6,40,14,8,8,1,0.9,0.8,150,200,10
28-Aug-22,0,1,3,19,6,8,8,1,0.9,0.8,150,200,10
29-Aug-22,0,1,3,26,27,8,8,1,0.9,0.8,150,200,10
30-Aug-22,0,1,3,28,20,8,8,1,0.9,0.8,150,200,10
31-Aug-22,0,1,3,25,19,8,8,1,0.9,0.8,150,200,10
1-Sep-22,0,0,2,16,18,3,3,1,0.9,0.8,100,100,10
2-Sep-22,1,1,4,26,19,3,3,1,0.9,0.8,100,100,10
3-Sep-22,1,1,5,24,12,3,3,1,0.9,0.8,100,100,10
4-Sep-22,0,0,1,7,6,3,3,1,0.9,0.8,100,100,10
5-Sep-22,0,0,2,14,26,3,3,1,0.9,0.8,100,100,10
6-Sep-22,0,0,2,14,20,3,3,1,0.9,0.8,100,100,10
7-Sep-22,0,0,2,14,17,3,3,1,0.9,0.8,100,100,10
8-Sep-22,0,0,2,12,16,3,3,1,0.9,0.8,100,100,10
9-Sep-22,1,1,3,21,18,3,3,1,0.9,0.8,100,100,10
10-Sep-22,1,1,4,18,12,3,3,1,0.9,0.8,100,100,10
11-Sep-22,0,0,1,4,5,3,3,1,0.9,0.8,100,100,10
12-Sep-22,0,0,2,10,24,3,3,1,0.9,0.8,100,100,10
13-Sep-22,0,0,2,10,19,3,3,1,0.9,0.8,100,100,10
14-Sep-22,0,0,2,10,17,3,3,1,0.9,0.8,100,100,10
15-Sep-22,0,0,2,8,15,3,3,1,0.9,0.8,100,100,10
16-Sep-22,0,1,3,15,16,3,3,1,0.9,0.8,100,100,10
17-Sep-22,1,2,4,13,11,3,3,1,0.9,0.8,100,100,10
18-Sep-22,0,0,2,3,5,3,3,1,0.9,0.8,100,100,10
19-Sep-22,0,0,1,1,5,3,3,1,0.9,0.8,100,100,10
20-Sep-22,0,0,1,7,22,3,3,1,0.9,0.8,100,100,10
21-Sep-22,0,0,1,7,15,3,3,1,0.9,0.8,100,100,10
22-Sep-22,0,0,2,9,14,3,3,1,0.9,0.8,100,100,10
23-Sep-22,0,0,2,4,4,3,3,1,0.9,0.8,100,100,10
24-Sep-22,1,2,4,9,12,3,3,1,0.9,0.8,100,100,10
25-Sep-22,0,0,2,3,5,3,3,1,0.9,0.8,100,100,10
26-Sep-22,0,0,1,7,20,3,3,1,0.9,0.8,100,100,10
27-Sep-22,0,0,1,9,14,3,3,1,0.9,0.8,100,100,10
28-Sep-22,0,0,2,9,12,3,3,1,0.9,0.8,100,100,10
29-Sep-22,0,0,2,9,12,3,3,1,0.9,0.8,100,100,10
30-Sep-22,0,1,3,16,12,3,3,1,0.9,0.8,100,100,10
1-Oct-22,0,1,3,13,8,3,3,1,0.9,0.8,100,100,10
2-Oct-22,0,0,1,6,4,3,3,1,0.9,0.8,100,100,10
3-Oct-22,0,0,1,6,18,3,3,1,0.9,0.8,100,100,10
4-Oct-22,0,0,1,10,14,3,3,1,0.9,0.8,100,100,10
5-Oct-22,0,0,1,9,12,3,3,1,0.9,0.8,100,100,10
6-Oct-22,0,0,1,9,10,3,3,1,0.9,0.8,100,100,10
7-Oct-22,0,0,3,20,11,3,3,1,0.9,0.8,100,100,10
8-Oct-22,0,1,5,28,7,3,3,1,0.9,0.8,100,100,10
9-Oct-22,0,0,2,17,4,3,3,1,0.9,0.8,100,100,10
10-Oct-22,0,0,1,5,4,3,3,1,0.9,0.8,100,100,10
11-Oct-22,0,0,2,14,19,3,3,1,0.9,0.8,100,100,10
12-Oct-22,0,0,3,15,13,3,3,1,0.9,0.8,100,100,10
13-Oct-22,0,0,3,15,11,3,3,1,0.9,0.8,100,100,10
14-Oct-22,0,0,5,32,13,3,3,1,0.9,0.8,100,100,10
15-Oct-22,0,1,7,38,9,3,3,1,0.9,0.8,100,100,10
16-Oct-22,0,0,4,17,4,3,3,1,0.9,0.8,100,100,10
17-Oct-22,0,0,3,16,18,3,3,1,0.9,0.8,100,100,10
18-Oct-22,0,0,4,19,13,3,3,1,0.9,0.8,100,100,10
19-Oct-22,0,0,3,19,12,3,3,1,0.9,0.8,100,100,10
20-Oct-22,0,0,3,20,11,3,3,1,0.9,0.8,100,100,10
21-Oct-22,0,0,5,37,12,3,3,1,0.9,0.8,100,100,10
22-Oct-22,1,1,7,43,8,3,3,1,0.9,0.8,100,100,10
23-Oct-22,0,0,3,18,4,3,3,1,0.9,0.8,100,100,10
24-Oct-22,0,0,3,18,17,3,3,1,0.9,0.8,100,100,10
25-Oct-22,0,0,3,21,13,3,3,1,0.9,0.8,100,100,10
26-Oct-22,0,0,3,19,12,3,3,1,0.9,0.8,100,100,10
27-Oct-22,0,0,3,22,11,3,3,1,0.9,0.8,100,100,10
28-Oct-22,0,0,5,42,13,3,3,1,0.95,0.85,100,100,10
29-Oct-22,1,1,7,44,8,3,3,1,0.95,0.85,100,100,10
30-Oct-22,0,0,3,18,4,3,3,1,0.95,0.85,100,100,10
31-Oct-22,0,0,3,19,18,3,3,1,0.95,0.85,100,100,10
1-Nov-22,0,0,3,22,15,3,3,1,0.95,0.85,100,100,10
2-Nov-22,0,0,4,31,14,3,3,1,0.95,0.85,100,100,10
3-Nov-22,0,0,2,17,5,3,3,1,0.95,0.85,100,100,10
4-Nov-22,0,0,5,41,19,3,3,1,0.95,0.85,100,100,10
5-Nov-22,1,1,6,43,10,3,3,1,0.95,0.85,100,100,10
6-Nov-22,0,0,3,19,5,3,3,1,0.95,0.85,100,100,10
7-Nov-22,0,0,2,20,22,3,3,1,0.95,0.85,100,100,10
8-Nov-22,0,0,3,22,17,3,3,1,0.95,0.85,100,100,10
9-Nov-22,0,0,3,22,16,3,3,1,0.95,0.85,100,100,10
10-Nov-22,0,0,3,24,15,3,3,1,0.95,0.85,100,100,10
11-Nov-22,1,0,5,44,17,3,3,1,0.95,0.85,100,100,10
12-Nov-22,1,1,6,44,11,3,3,1,0.95,0.85,100,100,10
13-Nov-22,1,0,3,18,5,3,3,1,0.95,0.85,100,100,10
14-Nov-22,0,0,2,19,24,3,3,1,0.95,0.85,100,100,10
15-Nov-22,0,0,3,21,18,3,3,1,0.95,0.85,100,100,10
16-Nov-22,1,0,3,23,17,3,3,1,0.95,0.85,100,100,10
17-Nov-22,1,0,3,25,15,3,3,1,0.95,0.85,100,100,10
18-Nov-22,1,0,5,43,17,3,3,1,0.95,0.85,100,100,10
19-Nov-22,2,1,5,37,11,3,3,1,0.95,0.85,100,100,10
20-Nov-22,1,0,3,22,5,3,3,1,0.95,0.85,100,100,10
21-Nov-22,0,0,2,18,25,3,3,1,0.95,0.85,100,100,10
22-Nov-22,1,0,4,31,21,3,3,1,0.95,0.85,100,100,10
23-Nov-22,0,0,2,17,6,3,3,1,0.95,0.85,100,100,10
24-Nov-22,1,0,3,24,22,3,3,1,0.95,0.85,100,100,10
25-Nov-22,1,0,5,41,21,3,3,1,0.95,0.85,100,100,10
26-Nov-22,2,1,6,39,13,3,3,1,0.95,0.85,100,100,10
27-Nov-22,1,0,3,19,5,3,3,1,0.95,0.85,100,100,10
28-Nov-22,1,0,2,19,27,3,3,1,0.95,0.85,100,100,0
29-Nov-22,1,0,3,21,21,3,3,1,0.95,0.85,100,100,0
30-Nov-22,1,0,3,22,20,3,3,1,0.95,0.85,100,100,0
1-Dec-22,1,0,3,20,19,4,4,1,0.95,0.85,100,100,0
2-Dec-22,1,1,4,38,20,4,4,1,0.95,0.85,100,100,0
3-Dec-22,2,1,5,36,13,4,4,1,0.95,0.85,100,100,0
4-Dec-22,1,0,3,18,6,4,4,1,0.95,0.85,100,100,0
5-Dec-22,0,0,2,17,29,4,4,1,0.95,0.85,100,100,0
6-Dec-22,1,0,3,19,22,4,4,1,0.95,0.85,100,100,0
7-Dec-22,1,0,3,18,21,4,4,1,0.95,0.85,100,100,0
8-Dec-22,0,0,3,21,21,4,4,1,0.95,0.85,100,100,0
